ts,program_id,status,state,backend
1789546104.2,wekatrace19_1ac9d045056424d98ec4b5725460ca2b6120,reasoning,active,http://10.100.15.12:8000
1789546104.2,wekatrace13_1091bb824ba2083b254e5315eede43dce225,reasoning,active,http://10.100.15.12:8000
1789546104.2,wekatrace4_066e36628e08da30ed5d232a5034160529cb,reasoning,active,http://10.100.15.12:8000
1789546104.2,wekatrace16_14933d8a4190c45ac8fbd21183bba9469140,reasoning,active,http://10.100.15.12:8000
1789546104.2,wekatrace1_01fece675b92efe07620225cd69c3884f774,reasoning,active,http://10.100.15.12:8000
1789546104.2,wekatrace2_03be8f1eb1e9e620f46bd07068d6ab1aaae3,reasoning,active,http://10.100.15.12:8000
1789546104.2,wekatrace10_0d9c99c3f96c2bcac0f9dec0987d5f411bcd,reasoning,active,http://10.100.15.12:8000
1789546104.2,wekatrace15_13762df76dba635a268bf3acbb30bfffed63,reasoning,active,http://10.100.15.12:8000
1789546104.2,wekatrace22_1c51f458e8b542059f13268dfd08554de56a,reasoning,active,http://10.100.15.12:8000
1789546104.2,wekatrace0_00e7d11db2db59f44a87b4110175b11d1af3,reasoning,active,http://10.100.15.12:8000
1789546104.2,wekatrace11_0da3a3bea6f3559a2eff4114839b328dad53,reasoning,active,http://10.100.15.12:8000
1789546104.2,wekatrace5_0767e712d9e187634174712ce484b8bb7526,reasoning,active,http://10.100.15.12:8000
1789546104.2,wekatrace8_0a5aba26f119570db6960496095f3969ebdc,reasoning,active,http://10.100.15.12:8000
1789546104.2,wekatrace7_09a5d415a7157ed48a5a6fa2711f2d8565c1,reasoning,active,http://10.100.15.12:8000
1789546104.2,wekatrace9_0c70490e175492606971b6979cfbef9c094f,reasoning,active,http://10.100.15.12:8000
1789546106.2,wekatrace19_1ac9d045056424d98ec4b5725460ca2b6120,reasoning,active,http://10.100.15.12:8000
1789546106.2,wekatrace13_1091bb824ba2083b254e5315eede43dce225,reasoning,active,http://10.100.15.12:8000
1789546106.2,wekatrace4_066e36628e08da30ed5d232a5034160529cb,reasoning,active,http://10.100.15.12:8000
1789546106.2,wekatrace16_14933d8a4190c45ac8fbd21183bba9469140,reasoning,active,http://10.100.15.12:8000
1789546106.2,wekatrace1_01fece675b92efe07620225cd69c3884f774,reasoning,active,http://10.100.15.12:8000
1789546106.2,wekatrace2_03be8f1eb1e9e620f46bd07068d6ab1aaae3,reasoning,active,http://10.100.15.12:8000
1789546106.2,wekatrace10_0d9c99c3f96c2bcac0f9dec0987d5f411bcd,reasoning,active,http://10.100.15.12:8000
