ts,kv_cache_usage_perc,num_requests_running,num_requests_waiting,num_preemptions_total,cum_prefix_cache_queries,cum_prefix_cache_hits,interval_queries,interval_hits,interval_hit_rate
1789993608.3,0.0,0.0,0.0,162.0,4125090623,2086450592,0,0,
1789993610.4,0.0,0.0,0.0,162.0,4125090623,2086450592,0,0,
1789993612.5,0.0,0.0,0.0,162.0,4125090623,2086450592,0,0,
1789993614.6,0.0,0.0,0.0,162.0,4125090623,2086450592,0,0,
1789993616.6,0.0,0.0,0.0,162.0,4125090623,2086450592,0,0,
1789993618.7,0.0,0.0,0.0,162.0,4125090623,2086450592,0,0,
1789993620.8,0.0,0.0,0.0,162.0,4125090623,2086450592,0,0,
1789993622.8,0.0,0.0,0.0,162.0,4125090623,2086450592,0,0,
1789993624.9,0.0,0.0,0.0,162.0,4125090623,2086450592,0,0,
1789993627.0,0.0,0.0,0.0,162.0,4125090623,2086450592,0,0,
1789993629.0,0.0,0.0,0.0,162.0,4125090623,2086450592,0,0,
1789993631.1,0.0,0.0,0.0,162.0,4125090623,2086450592,0,0,
1789993633.2,0.0,0.0,0.0,162.0,4125090623,2086450592,0,0,
1789993635.2,0.0,0.0,0.0,162.0,4125090623,2086450592,0,0,
1789993637.3,0.0,0.0,0.0,162.0,4125090623,2086450592,0,0,
1789993639.4,0.0,0.0,0.0,162.0,4125090623,2086450592,0,0,
1789993641.4,0.0,0.0,0.0,162.0,4125090623,2086450592,0,0,
1789993643.5,0.0,0.0,0.0,162.0,4125090623,2086450592,0,0,
1789993645.6,0.0,0.0,0.0,162.0,4125090623,2086450592,0,0,
1789993647.6,0.0,0.0,0.0,162.0,4125090623,2086450592,0,0,
1789993649.7,0.0,0.0,0.0,162.0,4125090623,2086450592,0,0,
1789993651.8,0.0,0.0,0.0,162.0,4125090623,2086450592,0,0,
1789993653.8,0.0,0.0,0.0,162.0,4125090623,2086450592,0,0,
1789993655.9,0.0,0.0,0.0,162.0,4125090623,2086450592,0,0,
1789993658.0,0.0,0.0,0.0,162.0,4125090623,2086450592,0,0,
1789993660.0,0.0,0.0,0.0,162.0,4125090623,2086450592,0,0,
1789993662.1,0.0,0.0,0.0,162.0,4125090623,2086450592,0,0,
1789993664.2,0.0,0.0,0.0,162.0,4125090623,2086450592,0,0,
1789993666.3,0.0,0.0,0.0,162.0,4125090623,2086450592,0,0,
1789993668.4,0.0,0.0,0.0,162.0,4125090623,2086450592,0,0,
1789993670.5,0.0,0.0,0.0,162.0,4125090623,2086450592,0,0,
1789993672.5,0.0,0.0,0.0,162.0,4125090623,2086450592,0,0,
1789993674.6,0.0,0.0,0.0,162.0,4125090623,2086450592,0,0,
1789993676.7,0.0,0.0,0.0,162.0,4125090623,2086450592,0,0,
1789993678.7,0.0,0.0,0.0,162.0,4125090623,2086450592,0,0,
1789993680.8,0.0,0.0,0.0,162.0,4125090623,2086450592,0,0,
1789993682.9,0.0,0.0,0.0,162.0,4125090623,2086450592,0,0,
1789993684.9,0.0,0.0,0.0,162.0,4125090623,2086450592,0,0,
1789993687.0,0.0,0.0,0.0,162.0,4125090623,2086450592,0,0,
1789993689.1,0.0,0.0,0.0,162.0,4125090623,2086450592,0,0,
1789993691.1,0.0,0.0,0.0,162.0,4125090623,2086450592,0,0,
1789993693.2,0.0,0.0,0.0,162.0,4125090623,2086450592,0,0,
1789993695.3,0.0,0.0,0.0,162.0,4125090623,2086450592,0,0,
1789993697.3,0.0,0.0,0.0,162.0,4125090623,2086450592,0,0,
1789993699.4,0.0,0.0,0.0,162.0,4125090623,2086450592,0,0,
1789993701.5,0.0,0.0,0.0,162.0,4125090623,2086450592,0,0,
1789993703.5,0.0,0.0,0.0,162.0,4125090623,2086450592,0,0,
1789993705.6,0.0,0.0,0.0,162.0,4125090623,2086450592,0,0,
1789993707.7,0.0,0.0,0.0,162.0,4125090623,2086450592,0,0,
1789993709.7,0.0,0.0,0.0,162.0,4125090623,2086450592,0,0,
1789993711.8,0.0,0.0,0.0,162.0,4125090623,2086450592,0,0,
1789993713.9,0.0,0.0,0.0,162.0,4125090623,2086450592,0,0,
1789993715.9,0.0,0.0,0.0,162.0,4125090623,2086450592,0,0,
1789993718.0,0.0,0.0,0.0,162.0,4125090623,2086450592,0,0,
1789993720.1,0.0,0.0,0.0,162.0,4125090623,2086450592,0,0,
1789993722.2,0.0,0.0,0.0,162.0,4125090623,2086450592,0,0,
1789993724.2,0.0,0.0,0.0,162.0,4125090623,2086450592,0,0,
1789993726.3,0.0,0.0,0.0,162.0,4125090623,2086450592,0,0,
1789993728.4,0.0,0.0,0.0,162.0,4125090623,2086450592,0,0,
1789993730.4,0.0,0.0,0.0,162.0,4125090623,2086450592,0,0,
1789993732.5,0.0,0.0,0.0,162.0,4125090623,2086450592,0,0,
1789993734.6,0.0,0.0,0.0,162.0,4125090623,2086450592,0,0,
1789993736.6,0.0,0.0,0.0,162.0,4125090623,2086450592,0,0,
1789993738.7,0.0,0.0,0.0,162.0,4125090623,2086450592,0,0,
1789993740.8,0.0,0.0,0.0,162.0,4125090623,2086450592,0,0,
1789993742.8,0.0,0.0,0.0,162.0,4125090623,2086450592,0,0,
1789993744.9,0.0,0.0,0.0,162.0,4125090623,2086450592,0,0,
1789993747.0,0.0,0.0,0.0,162.0,4125090623,2086450592,0,0,
1789993749.0,0.021979200938389565,2.0,3.0,162.0,4125174749,2086450592,84126,0,0.0
1789993751.9,0.0740912927174675,5.0,0.0,162.0,4125257276,2086450592,82527,0,0.0
1789993754.8,0.1275551804540318,14.0,1.0,162.0,4125377999,2086450592,120723,0,0.0
1789993758.5,0.18812136123707213,11.0,6.0,162.0,4125531733,2086450592,153734,0,0.0
1789993762.3,0.24672064314017195,13.0,4.0,162.0,4125675820,2086450608,144087,16,0.0001
1789993766.0,0.30166506930636416,16.0,1.0,162.0,4125812262,2086450624,136442,16,0.0001
1789993769.9,0.3354957300413406,17.0,0.0,162.0,4125845635,2086450624,33373,0,0.0
1789993774.3,0.31368818573247315,17.0,3.0,162.0,4125980712,2086460608,135077,9984,0.0739
1789993778.9,0.3627104581801537,19.0,0.0,162.0,4126223154,2086587168,242442,126560,0.522
1789993783.6,0.3989729211666929,20.0,0.0,162.0,4126371069,2086656240,147915,69072,0.467
1789993788.4,0.44930407541447925,22.0,0.0,162.0,4126668817,2086888064,297748,231824,0.7786
1789993793.2,0.40186962678987803,19.0,0.0,162.0,4126781160,2086994832,112343,106768,0.9504
1789993797.9,0.4503840817085557,20.0,0.0,162.0,4126965766,2087108032,184606,113200,0.6132
1789993802.8,0.4361079720199694,21.0,0.0,162.0,4127193011,2087287936,227245,179904,0.7917
1789993807.7,0.38880226586750966,21.0,0.0,162.0,4127574747,2087598000,381736,310064,0.8122
1789993812.7,0.37454046089805026,19.0,0.0,162.0,4127978358,2087984080,403611,386080,0.9566
1789993817.6,0.5015019955083182,23.0,0.0,162.0,4128322176,2088218336,343818,234256,0.6813
1789993822.6,0.4735648790535998,21.0,0.0,162.0,4128635896,2088527280,313720,308944,0.9848
1789993827.6,0.4948431487547742,22.0,0.0,162.0,4128864667,2088729952,228771,202672,0.8859
1789993832.7,0.36557140200552163,17.0,5.0,162.0,4129024599,2088792352,159932,62400,0.3902
1789993838.0,0.4286337562761955,19.0,0.0,162.0,4129476358,2089229328,451759,436976,0.9673
1789993843.1,0.48719727638147825,21.0,0.0,162.0,4129765606,2089448304,289248,218976,0.7571
1789993848.1,0.4778562947916518,21.0,0.0,162.0,4130142091,2089721664,376485,273360,0.7261
1789993853.2,0.5770309124980331,23.0,0.0,162.0,4130293283,2089839504,151192,117840,0.7794
1789993858.4,0.49668130516257314,19.0,0.0,162.0,4130530764,2090062768,237481,223264,0.9401
1789993863.5,0.5359477591657488,20.0,0.0,162.0,4130888661,2090392992,357897,330224,0.9227
1789993868.5,0.5615818158410459,21.0,0.0,162.0,4131150070,2090606544,261409,213552,0.8169
1789993873.8,0.449997854292131,18.0,0.0,162.0,4131508585,2090961760,358515,355216,0.9908
1789993878.8,0.5132175604732001,19.0,0.0,162.0,4132131668,2091514640,623083,552880,0.8873
1789993883.9,0.5593288225785686,21.0,0.0,162.0,4132657909,2092029280,526241,514640,0.978
1789993889.0,0.5558813852690002,21.0,0.0,162.0,4132882642,2092237072,224733,207792,0.9246
